iter	Logloss
606	0.001021691537
607	0.001021505826
608	0.001021418957
609	0.001021464441
610	0.001021223485
611	0.001021382712
612	0.001021018838
613	0.001020777621
614	0.001020220226
615	0.001020179297
616	0.001020096137
617	0.001019940748
618	0.0010618	0.001619	0.001019956791
620	0.001020051144
621	0.001019832832
622	0.001019863545
623	0.001019912608
624	0.001019755463
625	0.001019812269
626	0.001015107076
627	0.00101509738
628	0.001015012007
629	0.001015094907
630	0.001014791744
631	0.001014841067
632	0.001014771376
633	0.001014512461
634	0.001014646376
635	0.001014596727
636	0.001014261714
637	0.001014222086
638	0.001013997137
639	0.001013884565
640	0.001013926305
641	0.001013159324
642	0.001013145139
643	0.001012997884
644	0.001013000161
645	0.001012895268
646	0.00101308228
647	0.001012751331
648	0.001012711053
649	0.001012550003
650	0.001012576812
651	0.001012422139
652	0.001011904361
653	0.001011877617
654	0.001011904231
655	0.001011778515
656	0.001011860113
657	0.001011641997
658	0.001011571525
659	0.001011732445
660	0.001011618897
661	0.001011739928
662	0.001011583889
663	0.00101159866
664	0.001011489601
665	0.001011444898
666	0.001011434096
667	0.001011327055
668	0.001011383797
669	0.001011272396
670	0.001011235956
671	0.001011346446
672	0.001011257169
673	0.001011222812
674	0.001011183509
675	0.001011141799
676	0.001011091239
677	0.001011137569
678	0.001010727234
679	0.001010873513
680	0.001010745584
681	0.001010855749
682	0.001010855749
683	0.001010590557
684	0.001010428561
685	0.001010394008
686	0.001010394008
687	0.001010370387
688	0.001010365247
689	0.001010322105
690	0.001010180937
691	0.001010103178
692	0.001010197235
693	0.001010205729
694	0.001009978893
695	0.001009986051
696	0.001010133241
697	0.001009775063
698	0.001009846055
699	0.00100963939
700	0.00100944984
701	0.001009315954
702	0.001009239171
703	0.001009343089
704	0.001009239301
705	0.001009200129
706	0.001009135058
707	0.001009181844
708	0.001008989791
709	0.001009077145
710	0.001008909133
711	0.001009006059
712	0.001008877769
713	0.001008739299
714	0.001008626532
715	0.001008621781
716	0.001008661409
717	0.001008490599
718	0.001008572718
719	0.001008517799
720	0.001008395206
721	0.001008250749
722	0.001008283805
723	0.001008312696
724	0.001008237279
725	0.001007946449
726	0.001007827305
727	0.001007779023
728	0.001007838758
729	0.00100774447
730	0.001007629426
731	0.001007643416
732	0.001007701003
733	0.001007314904
734	0.001007313993
735	0.001007339696
736	0.001007380365
737	0.001007078958
738	0.001006931118
739	0.001006942505
740	0.001006915306
741	0.001006859996
742	0.001006822255
743	0.001006608888
744	0.001006052795
745	0.001006270001
746	0.001005888947
747	0.001005945884
748	0.001005796938
749	0.000984905546
750	0.0009845253386
751	0.000984695368
752	0.0009846095399
753	0.0009845500654
754	0.0009844706793
755	0.0009841470183
756	0.0009842482681
757	0.0009841380386
758	0.0009840962632
759	0.000984015836
760	0.000983993712
761	0.000983941135
762	0.0009764293939
763	0.0009763827383
764	0.0009763457132
765	0.0009761851841
766	0.0009763779882
767	0.000976330812
768	0.0009763104449
769	0.0009758450602
770	0.000975599614
771	0.0009756424304
772	0.0009754547018
773	0.000975040782
774	0.0009751499113
775	0.0009750293296
776	0.00097501124
777	0.0009750032363
778	0.000974787338
779	0.0009746759964
780	0.0009748179804
781	0.0009747573346
782	0.0009745441634
783	0.0009746443721
784	0.0009743758909
785	0.0009743738087
786	0.0009742190058
787	0.0009742626031
788	0.0009740845049
789	0.0009739215031
790	0.0009737990403
791	0.000973779389
792	0.0009737635768
793	0.0009736774234
794	0.000973558995
795	0.0009731864009
796	0.0009733218778
797	0.0009731435844
798	0.0009730635476
799	0.0009730249608
0009418403284
789	0.0009419037806
790	0.0009418231774
791	0.0009417728982
792	0.0009417524214
793	0.0009415257411
794	0.0009415762159
795	0.0009416154742
796	0.0009415461528
797	0.0009414890914
798	0.0009413873592
799	0.0009414130531
